file,url,boxes,is_primary,Is there a face?,Hard to spot?_gt,Accident or design?_gt,Emotion?_gt,Person or creature?_gt,Gender?_gt,Amusing?_gt,Common?,Flags,num_boxes,train,split,image_path_gt,key,image_path_predfile,model,error,latency_ms,Hard to spot?_predfile,Accident or design?_predfile,Emotion?_predfile,Person or creature?_predfile,Gender?_predfile,Amusing?_predfile,_raw,image_path,Hard to spot?_gt_raw,Hard to spot?_pred_raw,Hard to spot?_gt_norm,Hard to spot?_pred_norm,Hard to spot?_is_valid,Hard to spot?_pred,Accident or design?_gt_raw,Accident or design?_pred_raw,Accident or design?_gt_norm,Accident or design?_pred_norm,Accident or design?_is_valid,Accident or design?_pred,Emotion?_gt_raw,Emotion?_pred_raw,Emotion?_gt_norm,Emotion?_pred_norm,Emotion?_is_valid,Emotion?_pred,Person or creature?_gt_raw,Person or creature?_pred_raw,Person or creature?_gt_norm,Person or creature?_pred_norm,Person or creature?_is_valid,Person or creature?_pred,Gender?_gt_raw,Gender?_pred_raw,Gender?_gt_norm,Gender?_pred_norm,Gender?_is_valid,Gender?_pred,Amusing?_gt_raw,Amusing?_pred_raw,Amusing?_gt_norm,Amusing?_pred_norm,Amusing?_is_valid,Amusing?_pred
000013957.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013957.jpg,"[[161, 247, 155, 137]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,True,3,000013957.jpg,000013957.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000013957.jpg,gemini-2.5-flash-lite,non_json_response,823.0,,,,,,,"no face
",/Users/precioux/Desktop/Creativity/FacesInThings/images/000013957.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000000808.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000808.jpg,"[[80, 205, 41, 104], [279, 100, 102, 108], [109, 91, 105, 109]]","[False, False, True]",Several,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],3,True,1,000000808.jpg,000000808.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000000808.jpg,gemini-2.5-flash-lite,non_json_response,1144.0,,,,,,,"```json
{
  ""Hard to spot?"": ""Medium"",
  ""Accident or design?"": ""Accident"",
  ""Emotion?"": ""Neutral"",
  ""Person or creature?"": ""Other"",
  ""Gender?"": ""Neutral"",
  ""Amusing?"": ""Somewhat""
}
```",/Users/precioux/Desktop/Creativity/FacesInThings/images/000000808.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000021456.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021456.jpg,"[[171, 19, 199, 308]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,False,2,000021456.jpg,000021456.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000021456.jpg,gemini-2.5-flash-lite,,2368.0,Easy,Design,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000021456.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Cartoon,Other,Cartoon,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000015479.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015479.jpg,"[[405, 131, 40, 44], [116, 243, 71, 82]]","[False, True]",Several,Easy,Design,Neutral,Human-Adult,Male,No,Uncommon,['Interesting'],2,True,2,000015479.jpg,000015479.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015479.jpg,gemini-2.5-flash-lite,,1809.0,Easy,Design,Happy,Human-Young,Male,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015479.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Happy,Neutral,Happy,True,Happy,Human-Adult,Human-Young,Human-Adult,Human-Young,True,Human-Young,Male,Male,Male,Male,True,Male,No,Yes,No,Yes,True,Yes
000018346.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018346.jpg,"[[124, 129, 337, 247]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,2,000018346.jpg,000018346.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018346.jpg,gemini-2.5-flash-lite,,1403.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018346.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Alien,Other,Alien,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000006848.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006848.jpg,"[[68, 241, 108, 97]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,1,000006848.jpg,000006848.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000006848.jpg,gemini-2.5-flash-lite,,989.0,Easy,Design,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000006848.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000015102.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015102.jpg,"[[0, 0, 512, 458]]",[True],Yes,Easy,Design,,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0,000015102.jpg,000015102.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015102.jpg,gemini-2.5-flash-lite,,1115.0,Easy,Accident,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015102.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Accident,Design,Accident,True,Accident,,Neutral,,Neutral,False,Neutral,Cartoon,Other,Cartoon,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000008581.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008581.jpg,"[[215, 230, 103, 81]]",[True],Yes,Medium,Accident,Happy,Animal,Neutral,No,Uncommon,,1,False,1,000008581.jpg,000008581.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000008581.jpg,gemini-2.5-flash-lite,,1228.0,Easy,Accident,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000008581.jpg,Medium,Easy,Medium,Easy,True,Easy,Accident,Accident,Accident,Accident,True,Accident,Happy,Neutral,Happy,Neutral,True,Neutral,Animal,Other,Animal,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000016965.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016965.jpg,"[[191, 163, 110, 117]]",[True],Yes,,Accident,Sad,Alien,Neutral,No,Uncommon,,1,True,0,000016965.jpg,000016965.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000016965.jpg,gemini-2.5-flash-lite,,1437.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000016965.jpg,,Medium,,Medium,False,Medium,Accident,Accident,Accident,Accident,True,Accident,Sad,Neutral,Sad,Neutral,True,Neutral,Alien,Other,Alien,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000025247.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025247.jpg,"[[200, 216, 77, 64]]",[True],Yes,Easy,Accident,Surprised,Other,Neutral,No,Common,,1,True,2,000025247.jpg,000025247.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000025247.jpg,gemini-2.5-flash-lite,,1344.0,Easy,Accident,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000025247.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Accident,Accident,Accident,True,Accident,Surprised,Neutral,Surprised,Neutral,True,Neutral,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000024331.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024331.jpg,"[[122, 90, 223, 279]]",[True],Yes,Easy,Design,Happy,Animal,Female,Yes,Uncommon,,1,False,0,000024331.jpg,000024331.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024331.jpg,gemini-2.5-flash-lite,,1237.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024331.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Animal,Cartoon,Animal,Cartoon,True,Cartoon,Female,Neutral,Female,Neutral,True,Neutral,Yes,Yes,Yes,Yes,True,Yes
000017883.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017883.jpg,"[[107, 9, 314, 186]]",[True],Yes,Medium,Accident,Angry,Robot,Male,Somewhat,Uncommon,,1,True,0,000017883.jpg,000017883.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000017883.jpg,gemini-2.5-flash-lite,,1275.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000017883.jpg,Medium,Medium,Medium,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Angry,Neutral,Angry,Neutral,True,Neutral,Robot,Other,Robot,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,Somewhat,Somewhat,Somewhat,Somewhat,True,Somewhat
000000199.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000199.jpg,"[[35, 192, 330, 232]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,3,000000199.jpg,000000199.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000000199.jpg,gemini-2.5-flash-lite,,1276.0,Medium,Accident,Neutral,Animal,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000000199.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Alien,Animal,Alien,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000022053.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022053.jpg,"[[152, 183, 84, 86]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,False,1,000022053.jpg,000022053.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022053.jpg,gemini-2.5-flash-lite,,1054.0,Easy,Design,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000022053.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Happy,Neutral,Happy,True,Happy,Cartoon,Other,Cartoon,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000001018.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001018.jpg,"[[164, 242, 143, 98]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Common,,1,True,2,000001018.jpg,000001018.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000001018.jpg,gemini-2.5-flash-lite,,1042.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000001018.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Human-Adult,Cartoon,Human-Adult,Cartoon,True,Cartoon,Male,Neutral,Male,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000011363.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011363.jpg,"[[145, 145, 240, 198]]",[True],Yes,Easy,Design,Happy,Robot,Neutral,No,Common,,1,False,1,000011363.jpg,000011363.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011363.jpg,gemini-2.5-flash-lite,,1041.0,Easy,Design,Neutral,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011363.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Neutral,Happy,Neutral,True,Neutral,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000023833.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023833.jpg,"[[113, 149, 265, 248]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,2,000023833.jpg,000023833.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000023833.jpg,gemini-2.5-flash-lite,,976.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000023833.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Happy,Neutral,Happy,True,Happy,Animal,Cartoon,Animal,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000026002.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026002.jpg,"[[158, 133, 191, 281]]",[True],Yes,Hard,Accident,Surprised,Alien,Neutral,No,Uncommon,,1,False,3,000026002.jpg,000026002.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000026002.jpg,gemini-2.5-flash-lite,non_json_response,1222.0,,,,,,,"```json
{
  ""Hard to spot?"": ""Medium"",
  ""Accident or design?"": ""Accident"",
  ""Emotion?"": ""Neutral"",
  ""Person or creature?"": ""Animal"",
  ""Gender?"": ""Neutral"",
  ""Amusing?"": ""Somewhat""
}
```",/Users/precioux/Desktop/Creativity/FacesInThings/images/000026002.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Alien,,Alien,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000005921.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005921.jpg,"[[168.776, 124.809, 208.487, 172.321]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,Yes,Uncommon,['Interesting'],1,False,1,000005921.jpg,000005921.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005921.jpg,gemini-2.5-flash-lite,,1339.0,Easy,Design,Other,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005921.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Other,Neutral,Other,True,Other,Cartoon,Other,Cartoon,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,Yes,Yes,Yes,Yes,True,Yes
000007329.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007329.jpg,"[[231.889, 95.025, 129.773, 241.108]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2,000007329.jpg,000007329.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000007329.jpg,gemini-2.5-flash-lite,non_json_response,1217.0,,,,,,,no face,/Users/precioux/Desktop/Creativity/FacesInThings/images/000007329.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000005246.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005246.jpg,"[[72.332, 102.825, 256.71, 213.452]]",[True],Yes,Medium,,Scared,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2,000005246.jpg,000005246.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005246.jpg,gemini-2.5-flash-lite,,920.0,Medium,Accident,Neutral,Animal,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000005246.jpg,Medium,Medium,Medium,Medium,True,Medium,,Accident,,Accident,False,Accident,Scared,Neutral,Scared,Neutral,True,Neutral,Animal,Animal,Animal,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,Somewhat,Somewhat,Somewhat,Somewhat,True,Somewhat
000024179.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024179.jpg,"[[140, 143, 125, 140], [291, 178, 74, 143]]","[True, False]",Several,Easy,Accident,Scared,Human-Old,Male,No,Common,['Interesting'],2,False,0,000024179.jpg,000024179.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024179.jpg,gemini-2.5-flash-lite,,984.0,Easy,Design,Other,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024179.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Scared,Other,Scared,Other,True,Other,Human-Old,Other,Human-Old,Other,True,Other,Male,Neutral,Male,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000011377.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011377.jpg,"[[99, 105, 338, 288]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,1,000011377.jpg,000011377.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011377.jpg,gemini-2.5-flash-lite,,1068.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000011377.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Happy,Happy,Happy,Happy,True,Happy,Other,Cartoon,Other,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000023249.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023249.jpg,"[[138, 172, 234, 217]]",[True],Yes,Medium,Design,Neutral,Robot,Neutral,No,Somewhat,,1,True,0,000023249.jpg,000023249.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000023249.jpg,gemini-2.5-flash-lite,,1209.0,Medium,Design,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000023249.jpg,Medium,Medium,Medium,Medium,True,Medium,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000018725.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018725.jpg,"[[17, 84, 339, 248]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,True,2,000018725.jpg,000018725.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018725.jpg,gemini-2.5-flash-lite,,1325.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000018725.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Other,Cartoon,Other,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000017705.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017705.jpg,"[[0, 169, 65, 90], [183, 153, 154, 133]]","[False, True]",Several,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],2,False,2,000017705.jpg,000017705.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000017705.jpg,gemini-2.5-flash-lite,,1511.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000017705.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Happy,Neutral,Happy,True,Happy,Cartoon,Cartoon,Cartoon,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000003771.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003771.jpg,"[[174, 175, 178, 200]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,3,000003771.jpg,000003771.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003771.jpg,gemini-2.5-flash-lite,,1380.0,Easy,Accident,Happy,Other,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003771.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Accident,Design,Accident,True,Accident,Neutral,Happy,Neutral,Happy,True,Happy,Cartoon,Other,Cartoon,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000009453.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009453.jpg,"[[128, 106, 292, 379]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,True,2,000009453.jpg,000009453.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000009453.jpg,gemini-2.5-flash-lite,non_json_response,1330.0,,,,,,,"```json
{
  ""Hard to spot?"": ""Medium"",
  ""Accident or design?"": ""Accident"",
  ""Emotion?"": ""Neutral"",
  ""Person or creature?"": ""Animal"",
  ""Gender?"": ""Neutral"",
  ""Amusing?"": ""Somewhat""
}
```",/Users/precioux/Desktop/Creativity/FacesInThings/images/000009453.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000024632.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024632.jpg,"[[61, 139, 414, 120]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,No,Somewhat,,1,True,3,000024632.jpg,000024632.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024632.jpg,gemini-2.5-flash-lite,non_json_response,817.0,,,,,,,no face,/Users/precioux/Desktop/Creativity/FacesInThings/images/000024632.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000020762.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020762.jpg,"[[252, 248, 27, 22]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,2,000020762.jpg,000020762.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000020762.jpg,gemini-2.5-flash-lite,,1205.0,Medium,Accident,Neutral,Other,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000020762.jpg,Hard,Medium,Hard,Medium,True,Medium,Accident,Accident,Accident,Accident,True,Accident,Neutral,Neutral,Neutral,Neutral,True,Neutral,Other,Other,Other,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000012618.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012618.jpg,"[[189, 220, 78, 127]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0,000012618.jpg,000012618.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000012618.jpg,gemini-2.5-flash-lite,,1922.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000012618.jpg,Easy,Easy,Easy,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Cartoon,Cartoon,Cartoon,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000003817.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003817.jpg,"[[298, 114, 87, 49]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Common,,1,True,1,000003817.jpg,000003817.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003817.jpg,gemini-2.5-flash-lite,,1083.0,Easy,Design,Sad,Cartoon,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000003817.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Sad,Neutral,Sad,True,Sad,Human-Adult,Cartoon,Human-Adult,Cartoon,True,Cartoon,Male,Neutral,Male,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
000004023.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004023.jpg,"[[123, 96, 252, 204]]",[True],Yes,Easy,Accident,Neutral,Human-Old,Male,No,Common,['Interesting'],1,True,3,000004023.jpg,000004023.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000004023.jpg,gemini-2.5-flash-lite,non_json_response,1129.0,,,,,,,"```json
{
  ""Hard to spot?"": ""Medium"",
  ""Accident or design?"": ""Design"",
  ""Emotion?"": ""Neutral"",
  ""Person or creature?"": ""Human-Old"",
  ""Gender?"": ""Neutral"",
  ""Amusing?"": ""Somewhat""
}
```",/Users/precioux/Desktop/Creativity/FacesInThings/images/000004023.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000015629.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015629.jpg,"[[82, 125, 86, 82]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,1,000015629.jpg,000015629.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015629.jpg,gemini-2.5-flash-lite,,1956.0,Easy,Design,Neutral,Animal,Neutral,No,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015629.jpg,Easy,Easy,Easy,Easy,True,Easy,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Animal,Animal,Animal,Animal,True,Animal,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,No,No,No,True,No
000015264.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015264.jpg,"[[76, 43, 423, 448]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Somewhat,,1,True,2,000015264.jpg,000015264.jpg,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015264.jpg,gemini-2.5-flash-lite,,2885.0,Easy,Design,Neutral,Other,Neutral,Somewhat,,/Users/precioux/Desktop/Creativity/FacesInThings/images/000015264.jpg,Medium,Easy,Medium,Easy,True,Easy,Accident,Design,Accident,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Robot,Other,Robot,Other,True,Other,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Somewhat,No,Somewhat,True,Somewhat
