file,url,boxes,is_primary,Is there a face?,Hard to spot?_gt,Accident or design?_gt,Emotion?_gt,Person or creature?_gt,Gender?_gt,Amusing?_gt,Common?,Flags,num_boxes,train,split,image_path_gt,key,image_path_predfile,model,latency_ms,error,_raw,Hard to spot?_predfile,Accident or design?_predfile,Emotion?_predfile,Person or creature?_predfile,Gender?_predfile,Amusing?_predfile,image_path,Hard to spot?_gt_raw,Hard to spot?_pred_raw,Hard to spot?_gt_norm,Hard to spot?_pred_norm,Hard to spot?_is_valid,Hard to spot?_pred,Accident or design?_gt_raw,Accident or design?_pred_raw,Accident or design?_gt_norm,Accident or design?_pred_norm,Accident or design?_is_valid,Accident or design?_pred,Emotion?_gt_raw,Emotion?_pred_raw,Emotion?_gt_norm,Emotion?_pred_norm,Emotion?_is_valid,Emotion?_pred,Person or creature?_gt_raw,Person or creature?_pred_raw,Person or creature?_gt_norm,Person or creature?_pred_norm,Person or creature?_is_valid,Person or creature?_pred,Gender?_gt_raw,Gender?_pred_raw,Gender?_gt_norm,Gender?_pred_norm,Gender?_is_valid,Gender?_pred,Amusing?_gt_raw,Amusing?_pred_raw,Amusing?_gt_norm,Amusing?_pred_norm,Amusing?_is_valid,Amusing?_pred
000022463.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022463.jpg,"[[115, 192, 184, 171]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0,000022463.jpg,000022463.jpg,,,,,,,,,,,,000022463.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000019358.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019358.jpg,"[[139, 159, 240, 173]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,1,000019358.jpg,000019358.jpg,,,,,,,,,,,,000019358.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000008931.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008931.jpg,"[[14, 109, 486, 289]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Uncommon,,1,True,1,000008931.jpg,000008931.jpg,,,,,,,,,,,,000008931.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000012857.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012857.jpg,"[[205, 131, 185, 236]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,3,000012857.jpg,000012857.jpg,,,,,,,,,,,,000012857.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000016019.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016019.jpg,"[[181, 158, 133, 217]]",[True],Yes,Medium,Accident,Scared,Human-Old,Male,No,Uncommon,,1,True,2,000016019.jpg,000016019.jpg,,,,,,,,,,,,000016019.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Scared,,Scared,,False,,Human-Old,,Human-Old,,False,,Male,,Male,,False,,No,,No,,False,
000025066.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025066.jpg,"[[94, 51, 237, 138]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,Somewhat,Uncommon,,1,True,1,000025066.jpg,000025066.jpg,,,,,,,,,,,,000025066.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000006630.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006630.jpg,"[[98.571, 126.936, 163.102, 107.081]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,Somewhat,Common,,1,True,3,000006630.jpg,000006630.jpg,,,,,,,,,,,,000006630.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000006712.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006712.jpg,"[[101, 223, 114, 79]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,1,000006712.jpg,000006712.jpg,,,,,,,,,,,,000006712.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000016825.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016825.jpg,"[[147, 145, 206, 209]]",[True],Yes,Hard,Accident,Scared,Animal,Neutral,No,Uncommon,,1,True,0,000016825.jpg,000016825.jpg,,,,,,,,,,,,000016825.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Scared,,Scared,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000010978.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010978.jpg,"[[197, 159, 90, 70]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,3,000010978.jpg,000010978.jpg,,,,,,,,,,,,000010978.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000001997.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001997.jpg,"[[192, 302, 111, 64]]",[True],Yes,Medium,Design,Angry,,Neutral,No,Common,,1,True,3,000001997.jpg,000001997.jpg,,,,,,,,,,,,000001997.jpg,Medium,,Medium,,False,,Design,,Design,,False,,Angry,,Angry,,False,,,,,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000006429.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006429.jpg,"[[142.537, 218.416, 253.164, 232.598]]",[True],Yes,Hard,Accident,Happy,Cartoon,Neutral,No,Common,,1,False,1,000006429.jpg,000006429.jpg,,,,,,,,,,,,000006429.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000014946.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014946.jpg,"[[101, 158, 315, 275]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Uncommon,,1,True,2,000014946.jpg,000014946.jpg,,,,,,,,,,,,000014946.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Robot,,Robot,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000024653.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024653.jpg,"[[130, 111, 240, 287]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,Somewhat,Somewhat,,1,True,2,000024653.jpg,000024653.jpg,,,,,,,,,,,,000024653.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000014779.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014779.jpg,"[[91, 250, 124, 83]]",[True],Yes,Easy,Accident,Other,Cartoon,Neutral,No,Common,['Interesting'],1,True,2,000014779.jpg,000014779.jpg,,,,,,,,,,,,000014779.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Other,,Other,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000022674.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022674.jpg,"[[188, 176, 140, 136]]",[True],Yes,,Design,Happy,Other,Neutral,No,Common,,1,True,2,000022674.jpg,000022674.jpg,,,,,,,,,,,,000022674.jpg,,,,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000005176.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005176.jpg,"[[364, 185, 105, 90]]",[True],Yes,Medium,Accident,Angry,Animal,Neutral,Yes,Uncommon,['Interesting'],1,True,2,000005176.jpg,000005176.jpg,,,,,,,,,,,,000005176.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Angry,,Angry,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Yes,,Yes,,False,
000005403.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005403.jpg,"[[216.288, 138.992, 98.571, 119.135]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1,000005403.jpg,000005403.jpg,,,,,,,,,,,,000005403.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000005966.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005966.jpg,"[[187.922, 119.136, 242.527, 251.036]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,False,0,000005966.jpg,000005966.jpg,,,,,,,,,,,,000005966.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000013283.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013283.jpg,"[[245, 189, 66, 97]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Neutral,No,Uncommon,,1,True,2,000013283.jpg,000013283.jpg,,,,,,,,,,,,000013283.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Human-Old,,Human-Old,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000016859.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016859.jpg,"[[353, 125, 41, 85]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,,1,False,1,000016859.jpg,000016859.jpg,,,,,,,,,,,,000016859.jpg,Easy,,Easy,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000024630.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024630.jpg,"[[169, 187, 160, 184]]",[True],Yes,,Design,Happy,Animal,Neutral,No,Common,,1,False,2,000024630.jpg,000024630.jpg,,,,,,,,,,,,000024630.jpg,,,,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000000752.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000752.jpg,"[[188, 210, 100, 199]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,0,000000752.jpg,000000752.jpg,/mnt/mahdipou/test/FacesInThings/images/000000752.jpg,qwen2.5vl,50595.0,,,Medium,Design,Neutral,Cartoon,Neutral,Yes,/mnt/mahdipou/test/FacesInThings/images/000000752.jpg,Easy,Medium,Easy,Medium,True,Medium,Design,Design,Design,Design,True,Design,Neutral,Neutral,Neutral,Neutral,True,Neutral,Animal,Cartoon,Animal,Cartoon,True,Cartoon,Neutral,Neutral,Neutral,Neutral,True,Neutral,No,Yes,No,Yes,True,Yes
000021074.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021074.jpg,"[[55, 100, 400, 301]]",[True],Yes,Medium,Design,Happy,Cartoon,Neutral,Yes,Somewhat,,1,True,3,000021074.jpg,000021074.jpg,,,,,,,,,,,,000021074.jpg,Medium,,Medium,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,Yes,,Yes,,False,
000013571.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013571.jpg,"[[295, 224, 144, 153]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,False,2,000013571.jpg,000013571.jpg,,,,,,,,,,,,000013571.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,Somewhat,,Somewhat,,False,
000019108.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019108.jpg,"[[191, 178, 183, 156]]",[True],Yes,Hard,Accident,Surprised,Animal,Neutral,No,Uncommon,,1,False,2,000019108.jpg,000019108.jpg,,,,,,,,,,,,000019108.jpg,Hard,,Hard,,False,,Accident,,Accident,,False,,Surprised,,Surprised,,False,,Animal,,Animal,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000009827.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009827.jpg,"[[34, 175, 171, 157], [298, 219, 186, 165]]","[True, False]",Several,Medium,Design,Happy,Other,Neutral,No,Common,,2,True,0,000009827.jpg,000009827.jpg,,,,,,,,,,,,000009827.jpg,Medium,,Medium,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000011644.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011644.jpg,"[[178, 142, 154, 141]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0,000011644.jpg,000011644.jpg,,,,,,,,,,,,000011644.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Cartoon,,Cartoon,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000017112.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017112.jpg,"[[147, 107, 229, 300]]",[True],Yes,Medium,Design,Neutral,Other,Neutral,No,Common,,1,True,3,000017112.jpg,000017112.jpg,,,,,,,,,,,,000017112.jpg,Medium,,Medium,,False,,Design,,Design,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
000006187.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006187.jpg,"[[232.598, 122.681, 165.23, 281.53]]",[True],Yes,Easy,Design,Happy,Human-Adult,Male,Somewhat,Common,,1,True,0,000006187.jpg,000006187.jpg,,,,,,,,,,,,000006187.jpg,Easy,,Easy,,False,,Design,,Design,,False,,Happy,,Happy,,False,,Human-Adult,,Human-Adult,,False,,Male,,Male,,False,,Somewhat,,Somewhat,,False,
000013741.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013741.jpg,"[[181, 194, 87, 72], [273, 179, 65, 62], [103, 140, 45, 49], [23, 166, 55, 46]]","[True, False, False, False]",Yes,Medium,Accident,Neutral,Other,Neutral,No,Common,,4,False,0,000013741.jpg,000013741.jpg,,,,,,,,,,,,000013741.jpg,Medium,,Medium,,False,,Accident,,Accident,,False,,Neutral,,Neutral,,False,,Other,,Other,,False,,Neutral,,Neutral,,False,,No,,No,,False,
