image_path,model,error,latency_ms,Hard to spot?_x,Accident or design?_x,Emotion?_x,Person or creature?_x,Gender?_x,Amusing?_x,pred_Hard to spot?_norm,pred_Accident or design?_norm,pred_Emotion?_norm,pred_Person or creature?_norm,pred_Gender?_norm,pred_Amusing?_norm,Hard to spot?_y,Accident or design?_y,Emotion?_y,Person or creature?_y,Gender?_y,Amusing?_y,gt_Hard to spot?_norm,gt_Accident or design?_norm,gt_Emotion?_norm,gt_Person or creature?_norm,gt_Gender?_norm,gt_Amusing?_norm,answered_any
000006925.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,Somewhat,Hard,Accident,Neutral,Alien,Neutral,Somewhat,False
000006925.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,Somewhat,Hard,Accident,Neutral,Alien,Neutral,Somewhat,False
000010597.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Old,Male,No,Easy,Design,Neutral,Human-Old,Male,No,False
000010597.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Old,Male,No,Easy,Design,Neutral,Human-Old,Male,No,False
000010597.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Old,Male,No,Easy,Design,Neutral,Human-Old,Male,No,False
000009295.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000009295.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000009295.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000006159.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,Somewhat,Medium,Accident,Neutral,Robot,Neutral,Somewhat,False
000006159.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,Somewhat,Medium,Accident,Neutral,Robot,Neutral,Somewhat,False
000006159.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,Somewhat,Medium,Accident,Neutral,Robot,Neutral,Somewhat,False
000005002.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Happy,Cartoon,Neutral,Yes,Medium,Accident,Happy,Cartoon,Neutral,Yes,False
000005002.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Happy,Cartoon,Neutral,Yes,Medium,Accident,Happy,Cartoon,Neutral,Yes,False
000005002.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Happy,Cartoon,Neutral,Yes,Medium,Accident,Happy,Cartoon,Neutral,Yes,False
000012509.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,Yes,Easy,Design,Happy,Human-Adult,Male,Yes,False
000012509.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,Yes,Easy,Design,Happy,Human-Adult,Male,Yes,False
000012509.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,Yes,Easy,Design,Happy,Human-Adult,Male,Yes,False
000002845.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000002845.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000002845.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000026751.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,Somewhat,Easy,Design,Neutral,Animal,Neutral,Somewhat,False
000026751.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,Somewhat,Easy,Design,Neutral,Animal,Neutral,Somewhat,False
000026751.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,Somewhat,Easy,Design,Neutral,Animal,Neutral,Somewhat,False
000016197.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Neutral,Cartoon,Neutral,No,Medium,Design,Neutral,Cartoon,Neutral,No,False
000016197.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Neutral,Cartoon,Neutral,No,Medium,Design,Neutral,Cartoon,Neutral,No,False
000016197.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Neutral,Cartoon,Neutral,No,Medium,Design,Neutral,Cartoon,Neutral,No,False
000025405.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000025405.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000025405.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000022457.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000022457.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000022457.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000007642.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Angry,Animal,Neutral,Somewhat,Hard,Accident,Angry,Animal,Neutral,Somewhat,False
000007642.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Angry,Animal,Neutral,Somewhat,Hard,Accident,Angry,Animal,Neutral,Somewhat,False
000007642.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Angry,Animal,Neutral,Somewhat,Hard,Accident,Angry,Animal,Neutral,Somewhat,False
000017776.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Happy,Other,Neutral,No,Medium,Accident,Happy,Other,Neutral,No,False
000017776.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Happy,Other,Neutral,No,Medium,Accident,Happy,Other,Neutral,No,False
000017776.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Happy,Other,Neutral,No,Medium,Accident,Happy,Other,Neutral,No,False
000027806.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000027806.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000027806.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000005895.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,Somewhat,Easy,Design,Neutral,Animal,Neutral,Somewhat,False
000005895.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,Somewhat,Easy,Design,Neutral,Animal,Neutral,Somewhat,False
000005895.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,Somewhat,Easy,Design,Neutral,Animal,Neutral,Somewhat,False
000014596.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000014596.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000014596.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,No,Easy,Accident,Neutral,Robot,Neutral,No,False
000008475.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000008475.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000008475.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000026847.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000026847.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000026847.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000004320.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Happy,Alien,Neutral,Yes,Hard,Accident,Happy,Alien,Neutral,Yes,False
000004320.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Happy,Alien,Neutral,Yes,Hard,Accident,Happy,Alien,Neutral,Yes,False
000004320.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Happy,Alien,Neutral,Yes,Hard,Accident,Happy,Alien,Neutral,Yes,False
000025171.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Happy,Human-Adult,Male,No,Easy,Accident,Happy,Human-Adult,Male,No,False
000025171.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Happy,Human-Adult,Male,No,Easy,Accident,Happy,Human-Adult,Male,No,False
000025171.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Happy,Human-Adult,Male,No,Easy,Accident,Happy,Human-Adult,Male,No,False
000018347.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000018347.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000018347.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000005893.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Surprised,Robot,Neutral,Somewhat,Easy,Accident,Surprised,Robot,Neutral,Somewhat,False
000005893.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Surprised,Robot,Neutral,Somewhat,Easy,Accident,Surprised,Robot,Neutral,Somewhat,False
000005893.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Surprised,Robot,Neutral,Somewhat,Easy,Accident,Surprised,Robot,Neutral,Somewhat,False
000013329.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Sad,Alien,Neutral,No,Hard,Accident,Sad,Alien,Neutral,No,False
000013329.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Sad,Alien,Neutral,No,Hard,Accident,Sad,Alien,Neutral,No,False
000013329.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Sad,Alien,Neutral,No,Hard,Accident,Sad,Alien,Neutral,No,False
000019443.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000019443.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000019443.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000008992.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000008992.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000008992.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000004556.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000004556.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000004556.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000012390.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000012390.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000012390.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000015275.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Sad,Human-Adult,Neutral,No,Medium,Accident,Sad,Human-Adult,Neutral,No,False
000015275.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Sad,Human-Adult,Neutral,No,Medium,Accident,Sad,Human-Adult,Neutral,No,False
000015275.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Sad,Human-Adult,Neutral,No,Medium,Accident,Sad,Human-Adult,Neutral,No,False
000010164.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Surprised,Robot,Neutral,No,Medium,Accident,Surprised,Robot,Neutral,No,False
000010164.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Surprised,Robot,Neutral,No,Medium,Accident,Surprised,Robot,Neutral,No,False
000010164.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Surprised,Robot,Neutral,No,Medium,Accident,Surprised,Robot,Neutral,No,False
000006681.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000006681.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000006681.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000022380.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000022380.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000022380.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000017985.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,No,Easy,Design,Happy,Human-Adult,Male,No,False
000017985.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,No,Easy,Design,Happy,Human-Adult,Male,No,False
000017985.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,No,Easy,Design,Happy,Human-Adult,Male,No,False
000014053.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000014053.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000014053.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000004018.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000004018.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000004018.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000025456.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000025456.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000025456.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000023762.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000023762.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000023762.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000002993.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Sad,Animal,Neutral,No,Easy,Design,Sad,Animal,Neutral,No,False
000002993.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Sad,Animal,Neutral,No,Easy,Design,Sad,Animal,Neutral,No,False
000002993.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Sad,Animal,Neutral,No,Easy,Design,Sad,Animal,Neutral,No,False
000021467.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000021467.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000021467.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000000549.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000000549.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000000549.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000020975.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Surprised,Robot,Neutral,No,Medium,Accident,Surprised,Robot,Neutral,No,False
000020975.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Surprised,Robot,Neutral,No,Medium,Accident,Surprised,Robot,Neutral,No,False
000020975.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Surprised,Robot,Neutral,No,Medium,Accident,Surprised,Robot,Neutral,No,False
000023618.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000023618.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000023618.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000005607.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,Somewhat,Easy,Accident,Happy,Robot,Neutral,Somewhat,False
000005607.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,Somewhat,Easy,Accident,Happy,Robot,Neutral,Somewhat,False
000005607.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,Somewhat,Easy,Accident,Happy,Robot,Neutral,Somewhat,False
000004275.jpg,gemma,,,,,,,,,,,,,,,,Design,Happy,Other,Neutral,Somewhat,,Design,Happy,Other,Neutral,Somewhat,False
000004275.jpg,qwen,,,,,,,,,,,,,,,,Design,Happy,Other,Neutral,Somewhat,,Design,Happy,Other,Neutral,Somewhat,False
000004275.jpg,gemini,,,,,,,,,,,,,,,,Design,Happy,Other,Neutral,Somewhat,,Design,Happy,Other,Neutral,Somewhat,False
000010743.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Sad,Other,Neutral,No,Easy,Design,Sad,Other,Neutral,No,False
000010743.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Sad,Other,Neutral,No,Easy,Design,Sad,Other,Neutral,No,False
000010743.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Sad,Other,Neutral,No,Easy,Design,Sad,Other,Neutral,No,False
000000717.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,No,Easy,Accident,Happy,Robot,Neutral,No,False
000000717.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,No,Easy,Accident,Happy,Robot,Neutral,No,False
000000717.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,No,Easy,Accident,Happy,Robot,Neutral,No,False
000004880.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000004880.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000004880.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000005642.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000005642.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000005642.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Robot,Neutral,Somewhat,Easy,Accident,Neutral,Robot,Neutral,Somewhat,False
000017925.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000017925.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000017925.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000019005.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000019005.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000019005.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000027569.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,No,Hard,Accident,Surprised,Other,Neutral,No,False
000027569.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,No,Hard,Accident,Surprised,Other,Neutral,No,False
000027569.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,No,Hard,Accident,Surprised,Other,Neutral,No,False
000010709.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,No,Hard,Accident,Neutral,Human-Old,Male,No,False
000010709.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,No,Hard,Accident,Neutral,Human-Old,Male,No,False
000010709.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,No,Hard,Accident,Neutral,Human-Old,Male,No,False
000025125.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Scared,Other,Neutral,Somewhat,Medium,Accident,Scared,Other,Neutral,Somewhat,False
000025125.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Scared,Other,Neutral,Somewhat,Medium,Accident,Scared,Other,Neutral,Somewhat,False
000025125.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Scared,Other,Neutral,Somewhat,Medium,Accident,Scared,Other,Neutral,Somewhat,False
000021522.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,Yes,Easy,Design,Neutral,Other,Neutral,Yes,False
000021522.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,Yes,Easy,Design,Neutral,Other,Neutral,Yes,False
000021522.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,Yes,Easy,Design,Neutral,Other,Neutral,Yes,False
000002038.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000002038.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000002038.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000018525.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000018525.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000018525.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000008509.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000008509.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000008509.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Robot,Neutral,No,Medium,Accident,Neutral,Robot,Neutral,No,False
000025055.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Sad,Alien,Neutral,No,Medium,Accident,Sad,Alien,Neutral,No,False
000025055.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Sad,Alien,Neutral,No,Medium,Accident,Sad,Alien,Neutral,No,False
000025055.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Sad,Alien,Neutral,No,Medium,Accident,Sad,Alien,Neutral,No,False
000003728.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,Yes,Hard,Accident,Surprised,Other,Neutral,Yes,False
000003728.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,Yes,Hard,Accident,Surprised,Other,Neutral,Yes,False
000003728.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Surprised,Other,Neutral,Yes,Hard,Accident,Surprised,Other,Neutral,Yes,False
000012056.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Happy,Human-Adult,Male,No,Hard,Accident,Happy,Human-Adult,Male,No,False
000012056.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Happy,Human-Adult,Male,No,Hard,Accident,Happy,Human-Adult,Male,No,False
000012056.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Happy,Human-Adult,Male,No,Hard,Accident,Happy,Human-Adult,Male,No,False
000018445.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Male,No,Easy,Design,Happy,Animal,Male,No,False
000018445.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Male,No,Easy,Design,Happy,Animal,Male,No,False
000018445.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Male,No,Easy,Design,Happy,Animal,Male,No,False
